#
# Atic Atac (141 rooms)
#
# Links between floors:
# - Basement (321) down to Atic (442)
# - Basement (321) up to Ground (23)
# - Ground (13) up to first floor (115)
# - Ground (23) down to basement (321)
# - First (115) down to ground (13)
#
# Level: ATIC=1,FIRST_FLOOR=2,GROUND=3,BASEMENT=4,CAVERNS=5
# Type: STD=1,EDGE=2,CAVERN=3,ATIC=4,ROOF=5,DRTWO_UP=6,DRFOUR_UPDWN=7,DRFIVE_DWN=8,DRFIVE_UP=9
# Color: BLACK=0,BLUE=1,RED=2,MAGENTA=3,GREEN=4,CYAN=5,YELLOW=6,WHITE=7
# Scale: FULL=1,HORIZ=2,VERT=3
# Links: left, right, top, bottom, extra (for Type 6-9)
# Extras:START=900
#
# Ground rooms (31)
# ID, Level, Type, Color, Scale, ID(left, right, top, bottom), extra(add. door, other flags see EXTRA)
# I  L  T  C  S  Links
033, 3, 6, 3, 1, 000, 000, 032, 000, 442
#
# First floor (23 rooms)
# ID, Level, Type, Color, Scale, ID(left, right, top, bottom, extra)
# I  L  T  C  S  Links
#
100, 2, 1, 6, 1, 000, 101, 000, 102, XXX
101, 2, 1, 5, 1, 100, 000, 000, 103, XXX
102, 2, 1, 4, 1, 000, 103, 100, 000, XXX
103, 2, 1, 3, 1, 102, 104, 101, 000, XXX
104, 2, 1, 6, 1, 103, 105, 000, 106, XXX
105, 2, 1, 7, 1, 104, 000, 000, 107, XXX
106, 2, 1, 4, 3, 000, 000, 104, 110, XXX
107, 2, 2, 5, 1, 000, 108, 105, 111, XXX
# Room 108 goes to atic (203)
108, 2, 1, 4, 2, 107, 109, 000, 203, XXX
109, 2, 2, 3, 1, 108, 000, 000, 112, XXX
110, 2, 1, 3, 3, 000, 000, 106, 113, XXX
111, 2, 1, 6, 3, 000, 000, 107, 114, XXX
112, 2, 1, 2, 3, 000, 000, 109, 116, XXX
113, 2, 1, 2, 3, 000, 000, 110, 119, XXX
114, 2, 2, 7, 1, 000, 115, 111, 120, XXX
# Room 115 goes down to ground floor (13)
115, 2, 1, 6, 2, 114, 116, 013, 000, XXX
116, 2, 2, 5, 1, 115, 000, 112, 000, XXX
117, 2, 1, 2, 1, 000, 118, 000, 118, XXX
118, 2, 1, 3, 1, 117, 119, 000, 122, XXX
119, 2, 1, 6, 1, 118, 120, 113, 000, XXX
120, 2, 1, 5, 1, 119, 000, 114, 000, XXX
121, 2, 1, 4, 1, 000, 122, 117, 000, XXX
122, 2, 1, 5, 1, 121, 000, 118, 000, XXX
#
# Atic (16 rooms)
# ID, Level, Type, Color, Scale, ID(left, right, top, bottom, extra)
# I  L  T  C  S  Links
#
200, 1, 4, 6, 1, 000, 201, 000, 204, XXX
201, 1, 4, 7, 1, 200, 202, 000, 205, XXX
202, 1, 4, 6, 2, 201, 203, 000, 000, XXX
# Room 203 goes to first floor (108)
203, 1, 4, 3, 1, 202, 000, 108, 207, XXX
204, 1, 4, 5, 1, 000, 205, 200, 208, XXX
205, 1, 5, 6, 1, 204, 206, 201, 209, XXX
206, 1, 4, 3, 1, 205, 000, 000, 210, XXX
207, 1, 4, 2, 3, 000, 000, 203, 211, XXX
208, 1, 4, 6, 3, 000, 000, 204, 212, XXX
209, 1, 4, 5, 1, 000, 210, 205, 000, XXX
210, 1, 5, 2, 1, 209, 211, 206, 214, XXX
211, 1, 4, 3, 1, 210, 000, 207, 215, XXX
212, 1, 4, 5, 1, 000, 213, 208, 000, XXX
213, 1, 4, 4, 2, 212, 214, 000, 000, XXX
214, 1, 4, 3, 1, 213, 215, 210, 000, XXX
215, 1, 4, 7, 1, 214, 000, 211, 000, XXX
#
# Basement (22 rooms)
# ID, Level, Type, Color, Scale, ID(left, right, top, bottom, extra)
# I  L  T  C  S  Links
#
300, 4, 1, 4, 1, 000, 000, 000, 303, XXX
301, 4, 1, 5, 1, 000, 000, 000, 306, XXX
302, 4, 1, 6, 1, 000, 303, 000, 000, XXX
303, 4, 1, 6, 1, 302, 304, 300, 307, XXX
304, 4, 1, 5, 1, 303, 305, 000, 308, XXX
305, 4, 1, 4, 1, 304, 306, 000, 309, XXX
306, 4, 1, 3, 1, 305, 000, 301, 310, XXX
307, 4, 1, 2, 1, 000, 308, 303, 312, XXX
# Rooms 308, 309 have 5 doors (2 down) 
308, 4, 8, 7, 1, 307, 309, 304, 313, 311
309, 4, 8, 3, 1, 308, 310, 305, 311, 314
310, 4, 1, 4, 1, 309, 000, 306, 315, XXX
# Room 311 has a different door layout (2 up, 2 down)
311, 4, 7, 3, 1, 308, 309, 313, 314, XXX
312, 4, 1, 5, 1, 000, 313, 307, 317, XXX
# Rooms 313, 314 have 5 doors (2 up)
313, 4, 9, 6, 1, 312, 314, 308, 311, 314
314, 4, 9, 7, 1, 313, 315, 311, 309, 319
315, 4, 1, 6, 1, 314, 000, 310, 320, XXX
316, 4, 1, 7, 1, 000, 317, 000, 000, XXX
317, 4, 1, 5, 1, 316, 318, 312, 000, XXX
318, 4, 1, 4, 1, 317, 319, 313, 000, XXX
319, 4, 1, 3, 1, 318, 320, 314, 000, XXX
320, 4, 1, 2, 1, 319, 321, 315, 000, XXX
# Room 321 goes to caverns (425) and ground floor (23)
321, 4, 1, 5, 1, 320, 425, 000, 023, XXX
#
# Caverns (46 rooms)
# ID, Level, Type, Color, Scale, ID(left, right, top, bottom, extra)
# I  L  T  C  S  Links
400, 5, 4, 4, 1, 000, 401, 000, 410, XXX
401, 5, 4, 3, 2, 400, 402, 000, 000, XXX
402, 5, 4, 2, 1, 401, 403, 000, 411, XXX
403, 5, 4, 4, 2, 402, 404, 000, 000, XXX
404, 5, 4, 5, 1, 403, 000, 000, 000, XXX
405, 5, 4, 7, 1, 000, 406, 000, 000, XXX
406, 5, 4, 4, 1, 405, 407, 000, 412, XXX
407, 5, 4, 6, 1, 406, 408, 000, 413, XXX
408, 5, 4, 7, 1, 407, 419, 000, 000, XXX
409, 5, 4, 6, 1, 408, 000, 000, 414, XXX
410, 5, 4, 5, 3, 000, 000, 400, 416, XXX
411, 5, 4, 3, 3, 000, 000, 402, 418, XXX
412, 5, 4, 3, 3, 000, 000, 406, 419, XXX
413, 5, 4, 4, 1, 000, 000, 407, 420, XXX
414, 5, 4, 7, 1, 000, 415, 409, 000, XXX
415, 5, 4, 6, 2, 414, 416, 000, 000, XXX
416, 5, 4, 5, 1, 415, 417, 410, 424, XXX
417, 5, 4, 3, 2, 416, 418, 000, 000, XXX
418, 5, 4, 2, 1, 417, 000, 411, 426, XXX
419, 5, 4, 2, 3, 000, 000, 412, 429, XXX
420, 5, 4, 5, 1, 000, 421, 413, 000, XXX
421, 5, 4, 6, 1, 420, 422, 000, 000, XXX
422, 5, 4, 7, 1, 421, 423, 000, 000, XXX
423, 5, 4, 6, 1, 422, 000, 000, 433, XXX
424, 5, 4, 5, 3, 000, 000, 416, 000, XXX
# room 425 goes to basement 321
425, 5, 4, 3, 1, 321, 426, 000, 000, XXX
426, 5, 4, 5, 1, 425, 427, 418, 434, XXX
427, 5, 4, 4, 2, 426, 428, 000, 000, XXX
428, 5, 4, 3, 1, 427, 000, 000, 000, XXX
429, 5, 4, 3, 1, 000, 430, 419, 435, XXX
430, 5, 4, 6, 2, 429, 431, 000, 000, XXX
431, 5, 4, 7, 2, 430, 432, 000, 000, XXX
432, 5, 4, 6, 1, 431, 433, 000, 436, XXX
433, 5, 4, 4, 1, 432, 000, 423, 437, XXX
434, 5, 4, 6, 3, 000, 000, 426, 440, XXX
435, 5, 4, 4, 3, 000, 000, 429, 442, XXX
436, 5, 4, 5, 1, 000, 437, 432, 000, XXX
437, 5, 4, 3, 1, 436, 438, 433, 443, XXX
438, 5, 4, 3, 1, 437, 439, 000, 444, XXX
439, 5, 4, 5, 2, 438, 440, 000, 000, XXX
440, 5, 4, 6, 1, 439, 441, 434, 445, XXX
441, 5, 4, 7, 1, 440, 000, 000, 000, XXX
# room 442 goes to ground 33
442, 5, 4, 5, 1, 000, 000, 435, 033, XXX
443, 5, 4, 2, 1, 000, 444, 437, 000, XXX
444, 5, 4, 4, 1, 443, 000, 438, 000, XXX
445, 5, 4, 3, 1, 000, 000, 440, 000, XXX
